epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.724331796169281,9.999999747378752e-06,0.7920489311218262,0.7658501267433167,0.6433829069137573
1,0.7270276546478271,9.999999747378752e-06,0.7760978937149048,0.7690922021865845,0.6293038129806519
2,0.724331796169281,9.999999747378752e-06,0.7570751309394836,0.765489935874939,0.6430617570877075
3,0.7314950227737427,9.999999747378752e-06,0.7558621764183044,0.7662103772163391,0.6229221820831299
4,0.7355772852897644,9.999999747378752e-06,0.7434797286987305,0.7784582376480103,0.6117956638336182
5,0.7431256175041199,9.999999747378752e-06,0.7156245112419128,0.7752161622047424,0.6139324903488159
6,0.7452822923660278,9.999999747378752e-06,0.7139674425125122,0.7813400626182556,0.5992846488952637
7,0.7405838370323181,9.999999747378752e-06,0.7171933054924011,0.7892651557922363,0.5891830325126648
8,0.7493645548820496,9.999999747378752e-06,0.6931195855140686,0.7892651557922363,0.5826694369316101
9,0.7488253712654114,9.999999747378752e-06,0.6917517185211182,0.7917867302894592,0.57338947057724
10,0.7517523169517517,9.999999747378752e-06,0.6605270504951477,0.795749306678772,0.5661342144012451
11,0.7540630102157593,9.999999747378752e-06,0.6712749004364014,0.7964697480201721,0.5698533058166504
12,0.7546021938323975,9.999999747378752e-06,0.6749848127365112,0.8054755330085754,0.5399128794670105
13,0.7607640624046326,9.999999747378752e-06,0.641311764717102,0.805115282535553,0.5541523694992065
14,0.7623815536499023,9.999999747378752e-06,0.6394520998001099,0.8061959743499756,0.537261962890625
15,0.7673110961914062,9.999999747378752e-06,0.6291599273681641,0.8061959743499756,0.5321701169013977
16,0.7657706141471863,9.999999747378752e-06,0.6330031752586365,0.8061959743499756,0.5335401296615601
17,0.7732419371604919,9.999999747378752e-06,0.6221498250961304,0.8097983002662659,0.5277934670448303
18,0.7747824192047119,9.999999747378752e-06,0.6067454218864441,0.8094380497932434,0.5297079086303711
19,0.7788646817207336,9.999999747378752e-06,0.6089162230491638,0.8134005665779114,0.5239259004592896
